,Ad2=0.001,Ad2=0.0019,Ad2=0.0028,Ad2=0.0037,Ad2=0.0046,Ad2=0.0055,Ad2=0.0064,Ad2=0.0073,Ad2=0.0082,Ad2=0.0091,Ad2=0.01
phi2=125deg,0.3744709680602485,0.2331014753948839,0.25901100900450746,0.20268915130386933,0.19002324139043214,0.207688464046897,-0.054306172567212485,-0.0346094958030978,-0.05120589755205973,-0.019577339816988726,0.046778520535741386
phi2=130deg,0.4797761316378919,0.24822612366885188,0.22718484712087328,0.18739608033375355,0.047591225048118524,0.07724118308338301,-0.13371114969665143,-0.006057982886727764,-0.09135374060400814,-0.08435473052376796,-0.257185052106391
phi2=135deg,0.42760266287513016,0.2033219843910432,0.15375752507820373,0.10753435957430746,0.08327424598343747,0.05623829921282475,-0.058221269491477656,0.007776780317056087,-0.0944936455484564,-0.3041587651315947,-0.2038965718298016
phi2=140deg,0.26059890135702535,0.2870216948652402,-0.004122106711989204,0.02590805941266172,0.059706716227453605,0.05244686726943293,-0.0442081223617139,-0.0734741079740111,-0.11421316829594996,-0.26464299902393673,-0.33405068776003155
phi2=145deg,0.16548091901815187,0.3017000213699985,0.10676724004768356,0.21623043171205758,0.03128438089188812,-0.03329099663959312,-0.09701389925587023,-0.26304664680525036,-0.14455277688719903,-0.4206619092638597,-0.30407941114295234
phi2=150deg,0.10890722482986437,0.14793836914870617,0.1265763452722748,0.1931357318648974,0.02675780416752982,-0.10529174005211583,-0.18092260831053775,-0.34979733452855744,-0.37714170418379744,-0.34832941921803773,-0.47956289758037496
phi2=155deg,0.13172910531245385,0.23736359849392574,0.15673108960429438,0.10794298956500015,-0.11973741210043087,-0.10203970369534865,-0.19582361933579584,-0.2888087961831749,-0.42768267696657514,-0.23726591145875986,-0.4525933690974453
phi2=160deg,0.3113149703039948,0.19048915267843913,0.14769076537719084,-0.02331852692803338,-0.13773858427314423,-0.15127601131186985,-0.3420952283188825,-0.39921286408198586,-0.4241582190266344,-0.5182723154664091,-0.5272111264429196
phi2=165deg,0.39220223308524016,0.1634629860915391,0.18242312613281442,-0.03374664724658949,-0.054220223773726595,-0.08821185215422123,-0.19881571518081298,-0.27655383676212786,-0.5039940757758599,-0.38678045967711494,-0.47334663421151646
phi2=170deg,0.29825246378316983,0.0691476777406903,-0.006986588023060847,0.051057578766495304,-0.03653362387944359,-0.058743831838434346,-0.01213283347745353,-0.2785150271919479,-0.21232806218426337,-0.4187787965054266,-0.4407135332051171
phi2=175deg,0.3005451449544001,0.13713290050438687,0.15135182744417985,0.08171476477219741,-0.04954691719666382,-0.17217330929280728,-0.199775597534801,-0.2588515067176367,-0.40004594969990404,-0.4172632064883901,-0.6431087511918099
