,Ad2=0.001,Ad2=0.0019,Ad2=0.0028,Ad2=0.0037,Ad2=0.0046,Ad2=0.0055,Ad2=0.0064,Ad2=0.0073,Ad2=0.0082,Ad2=0.0091,Ad2=0.01
phi2=60deg,0.6070554014821733,1.2273194577481792,2.0518833723296765,2.9552315606887265,2.521160825316614,1.83755275131226,3.577561937156325,5.189997921529477,4.594081002854131,6.0566331676577985,5.622047789030443
phi2=65deg,1.0661938186568876,0.8690918938146271,2.8530052928024445,3.495867944075312,3.478571625209108,2.639199178751886,3.465387906569425,5.148701613409776,5.575325048951274,7.012444778217662,6.188752242643191
phi2=70deg,1.0721755264748716,1.1345250297488547,3.4416884903240743,3.6889426420613907,3.242909881357463,4.3361304681496735,4.115851059096094,6.07312108050397,5.859395765542953,6.631152465866129,7.225139385618714
phi2=75deg,0.7926990759649646,2.4471254120537123,3.2593929610869368,4.127726297886136,3.724010015763038,2.6984063904887945,4.269299215158553,4.8331254846873355,7.036115393252863,7.132745829516286,8.857302873592918
phi2=80deg,0.4269572003454654,3.489932060892802,2.525631105631698,3.233083840100049,2.954248061567277,5.164405557617996,4.756883117685939,5.153474105083761,6.573230152097808,7.311035629430436,7.515316684956107
phi2=85deg,0.8332657545235104,1.0612273918254127,2.674756018373147,3.2235485149483023,1.9727987697703424,6.423357356553806,6.083704869100314,6.9755722991885625,8.115769626887817,9.066975018811057,8.047239197384549
phi2=90deg,1.3617187153702521,2.4492081954745633,2.734749324616855,2.1065737569704415,3.717629923542412,5.814185801505647,6.116097516035314,5.890046990380842,8.818462948902685,8.528527408326587,8.366966993130756
phi2=95deg,0.7410836825419459,0.5000768726272703,1.6398387505980476,3.0517667707641336,4.833693818857534,4.500741278339518,4.511898609431575,5.595764924767424,7.286332174881484,7.967996855740079,8.436853212753984
phi2=100deg,-0.0716454635556285,0.09086379077694592,2.6372981331095664,2.9413076927558492,5.76273478879879,3.621864354201217,5.283963030287358,5.689066706602841,6.178839342269138,7.427273524957766,8.64074073249081
phi2=105deg,0.07294864389652461,0.2334299520879746,3.416950866141221,2.5550564475641493,2.873707871197065,4.234742408881456,5.611658895295405,6.310151675508634,6.02868698510615,6.75386676061757,9.0262208986084
phi2=110deg,-0.28697929956517637,1.59428650783411,2.660657271133418,2.3794730904588843,4.517680769273121,3.9263618933390068,5.687967426668984,5.271670343532105,7.180870885221363,7.593751061887291,7.764832899827063
phi2=115deg,-0.29990969265848955,2.2104366331801555,2.152145210132478,3.319744660097248,3.6647239084668097,2.0031003716709646,4.218524076192122,5.1264399089720625,6.473171773871866,7.603693395444672,8.852126816423983
phi2=120deg,0.217516240967889,1.4957942185314717,1.5973317624983536,3.373320591581293,2.5195597410269785,5.701631469288353,6.067112720685575,5.055210365978137,6.287338859880432,6.8372705833571725,7.933449877207563
phi2=125deg,0.02124937358681938,2.2449626427514775,2.4932791228431297,3.875400547475173,2.6261918162212443,3.578257932381771,4.694456365540642,6.413399319657664,5.591900868154362,7.128190084886898,7.159729667423642
phi2=130deg,0.4271150049203706,1.4001699710703854,1.7471180674650406,3.2744199467825816,2.740864641460035,3.6683295415101433,3.863078821657163,4.540641039965396,5.130365376771905,4.785060341961262,7.047167122973566
phi2=135deg,0.048044452416312784,1.1597862406046977,1.169833272249681,2.9750719439677633,2.900235401852331,3.25661180323754,4.149229856827882,5.422783960874406,5.251821926691658,5.329419834580044,6.129567766141974
phi2=140deg,1.66917985472525,1.3103802495352133,0.7359628080133559,1.9865224834055415,2.438412580261009,3.7931419115871443,4.345511593399367,3.9652447377326028,5.059889045188496,5.443222329743911,5.908075597324145
phi2=145deg,0.6256736488442477,1.728935295059604,0.9314118417366528,1.9468854028344735,1.896023235426786,3.2313241610032497,1.4739353784299805,4.548206869681126,4.856588401805455,5.5656994971103675,6.135491088515168
phi2=150deg,0.8150877640053786,2.5661254181018416,2.6586276540598597,2.003530156841415,2.512348848952985,2.640469797119765,3.0921923577300805,4.0262499882784715,3.7586639275610065,4.913134297258077,5.6449569090735565
phi2=155deg,1.3009011165147968,0.31240772882909645,2.365115228058727,1.967689154505638,2.052431082831346,2.798676109487954,3.2301234869604354,3.2439621245929806,5.147944386780011,4.056724155141907,4.849494569609881
phi2=160deg,2.087113886976544,0.17339669389873827,1.1635565316107541,0.7344482298066988,1.5311187418440388,1.5716451748616518,2.8791109856815793,3.57136418698067,3.3389738916705602,3.7155998274393007,4.2130353814764865
phi2=165deg,0.895240479386262,1.4757158537372108,2.2464143488235204,1.3808065136440217,0.9744457660171921,-0.12994584757541558,2.8245985360533257,2.2457626073104042,3.4675712321663665,2.0467399595107514,3.7665649222840423
phi2=170deg,0.34420997707534373,0.6346261288934718,0.9135719205430909,1.851473572969287,0.4222242726961464,0.9166531031065771,1.3643108542988276,0.5067149296642877,1.206024428308123,2.4121535989692124,0.9439063602813634
phi2=175deg,0.8488721272254434,0.23558813161687667,1.7201865820078224,0.2819576529729588,-0.9533415314892119,1.4284423844345064,-0.4349621351966763,-0.02444323485554198,1.865368119740154,2.2629725301351473,1.9959346533256208
