,Ad2/Ad1=0.001,Ad2/Ad1=0.002,Ad2/Ad1=0.003,Ad2/Ad1=0.005,Ad2/Ad1=0.006,Ad2/Ad1=0.008,Ad2/Ad1=0.01,Ad2/Ad1=0.02,Ad2/Ad1=0.03,Ad2/Ad1=0.05,Ad2/Ad1=0.06,Ad2/Ad1=0.08,Ad2/Ad1=0.1,Ad2/Ad1=0.2,Ad2/Ad1=0.3,Ad2/Ad1=0.5,Ad2/Ad1=0.6,Ad2/Ad1=0.8,Ad2/Ad1=1,Ad2/Ad1=2,Ad2/Ad1=3,Ad2/Ad1=5,Ad2/Ad1=6,Ad2/Ad1=8,Ad2/Ad1=10,Ad2/Ad1=20,Ad2/Ad1=30,Ad2/Ad1=50,Ad2/Ad1=60,Ad2/Ad1=80,Ad2/Ad1=100
dphi=100deg,0.092,0.091,0.092,0.089,0.085,0.089,0.095,0.101,0.092,0.099,0.098,0.093,0.098,0.097,0.105,0.115,0.117,0.124,0.176,0.363,0.624,0.938,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=110deg,0.09,0.092,0.092,0.089,0.089,0.088,0.088,0.102,0.096,0.102,0.105,0.09,0.098,0.089,0.107,0.124,0.109,0.148,0.158,0.356,0.625,0.954,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=120deg,0.09,0.092,0.092,0.094,0.088,0.088,0.09,0.103,0.1,0.097,0.102,0.099,0.1,0.111,0.087,0.124,0.115,0.135,0.156,0.343,0.619,0.971,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=130deg,0.09,0.095,0.094,0.089,0.089,0.089,0.089,0.109,0.103,0.099,0.096,0.105,0.099,0.102,0.112,0.115,0.109,0.143,0.173,0.371,0.603,0.949,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=140deg,0.09,0.095,0.096,0.089,0.086,0.09,0.087,0.095,0.101,0.108,0.108,0.101,0.104,0.107,0.106,0.127,0.119,0.146,0.155,0.336,0.641,0.951,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=150deg,0.089,0.095,0.095,0.088,0.088,0.088,0.088,0.092,0.093,0.1,0.095,0.105,0.1,0.097,0.098,0.118,0.121,0.14,0.16,0.333,0.604,0.952,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=160deg,0.089,0.094,0.095,0.089,0.089,0.086,0.088,0.087,0.097,0.103,0.099,0.093,0.095,0.101,0.108,0.118,0.124,0.134,0.166,0.379,0.636,0.955,0.992,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=170deg,0.09,0.094,0.095,0.09,0.09,0.086,0.087,0.089,0.096,0.109,0.091,0.092,0.087,0.095,0.116,0.118,0.114,0.154,0.17,0.348,0.595,0.96,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=180deg,0.09,0.094,0.089,0.093,0.089,0.088,0.089,0.091,0.093,0.107,0.109,0.109,0.096,0.095,0.1,0.119,0.135,0.155,0.167,0.332,0.619,0.947,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=190deg,0.093,0.088,0.09,0.09,0.091,0.09,0.088,0.09,0.089,0.098,0.105,0.1,0.099,0.103,0.097,0.11,0.125,0.15,0.157,0.363,0.599,0.947,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=200deg,0.093,0.092,0.089,0.091,0.094,0.091,0.087,0.088,0.085,0.096,0.098,0.097,0.102,0.104,0.108,0.121,0.119,0.141,0.157,0.401,0.628,0.945,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=210deg,0.093,0.087,0.088,0.088,0.09,0.092,0.089,0.088,0.088,0.099,0.097,0.102,0.094,0.098,0.108,0.13,0.123,0.137,0.153,0.345,0.65,0.943,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=220deg,0.093,0.089,0.088,0.087,0.088,0.092,0.089,0.088,0.092,0.102,0.097,0.094,0.095,0.096,0.111,0.11,0.125,0.146,0.166,0.376,0.583,0.949,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=230deg,0.092,0.088,0.088,0.091,0.089,0.087,0.094,0.085,0.09,0.105,0.096,0.097,0.092,0.095,0.104,0.118,0.123,0.142,0.168,0.349,0.641,0.943,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=240deg,0.092,0.088,0.088,0.092,0.09,0.087,0.092,0.1,0.094,0.1,0.093,0.093,0.101,0.102,0.098,0.111,0.12,0.139,0.171,0.348,0.624,0.966,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=250deg,0.092,0.086,0.089,0.091,0.092,0.096,0.095,0.093,0.096,0.1,0.102,0.1,0.104,0.106,0.096,0.118,0.117,0.135,0.166,0.345,0.621,0.943,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=260deg,0.087,0.086,0.088,0.093,0.096,0.097,0.097,0.102,0.1,0.098,0.097,0.09,0.101,0.111,0.098,0.123,0.113,0.145,0.165,0.361,0.599,0.967,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=270deg,0.087,0.084,0.085,0.094,0.094,0.101,0.099,0.1,0.101,0.104,0.104,0.095,0.098,0.1,0.098,0.129,0.129,0.157,0.181,0.346,0.589,0.955,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=280deg,0.087,0.085,0.086,0.09,0.091,0.1,0.098,0.105,0.099,0.103,0.102,0.088,0.101,0.096,0.108,0.127,0.118,0.153,0.17,0.351,0.66,0.943,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=290deg,0.088,0.085,0.087,0.091,0.091,0.097,0.101,0.102,0.094,0.103,0.101,0.097,0.106,0.106,0.11,0.119,0.133,0.157,0.156,0.343,0.604,0.952,0.995,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=300deg,0.088,0.086,0.088,0.09,0.091,0.093,0.097,0.1,0.098,0.094,0.101,0.099,0.096,0.112,0.11,0.112,0.123,0.13,0.173,0.367,0.574,0.955,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=310deg,0.088,0.086,0.088,0.087,0.09,0.086,0.092,0.103,0.097,0.097,0.094,0.101,0.091,0.1,0.098,0.123,0.133,0.148,0.171,0.321,0.625,0.956,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=320deg,0.087,0.087,0.087,0.087,0.093,0.087,0.09,0.1,0.095,0.092,0.098,0.102,0.092,0.1,0.104,0.121,0.121,0.123,0.169,0.346,0.587,0.945,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=330deg,0.09,0.093,0.094,0.092,0.092,0.086,0.087,0.098,0.092,0.091,0.102,0.094,0.107,0.101,0.094,0.114,0.115,0.142,0.172,0.387,0.595,0.938,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=340deg,0.093,0.094,0.094,0.092,0.093,0.087,0.086,0.095,0.09,0.091,0.088,0.096,0.088,0.097,0.105,0.115,0.124,0.136,0.162,0.381,0.592,0.957,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dphi=350deg,0.094,0.092,0.095,0.092,0.092,0.091,0.087,0.097,0.092,0.102,0.105,0.102,0.1,0.097,0.111,0.119,0.136,0.136,0.164,0.386,0.64,0.969,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
